,review_body,headline,rating_value
1037,"Einfaches und sicheres Einchecken. Service war bisher sehr gut. Allerdings wurde das Geschäftsverhältnis ohne Angabe von Gründen von der Ing DiBa gekündigt, weniger wegen Geldmangel, eher vermutlich wegen zu weniger Kontobewegungen. Da ich nicht auf diese Kontoverbindung angewiesen bin, wäre das Ganze auch nicht so schlimm. Nur ab sofort komme ich nur ziemlich umständlich in das Programm, Komfortfunktionen wurden per sofort aufgehoben. Also insgesamt doch eine sehr negative Bewertung, zumal mir die Einsicht in die Gründe verschlossen blieben.  ",Schlechtes Geschäftegebahren,1
1038,Banking in der App und auf der Website funktioniert sehr gut. Es ist einfach und verständlich. Konditionen sind transparent dargestellt. Schnelle und unkomplizierte Hilfe bei Fragen.,Banking in der App und auf der Website…,5
1039,"Als Jahre langer Kunde wird man nicht informiert ? Service oder Erreichbarkeit sehr schlecht !Keine Kommunikationsmöglichkeit bei Anliegen , 1 h warte Zeit u. nichts passiert Allein bis zum Vortragen möglicher Anliegen vergehen 20-45 Minuten da man an Virtuellen MA ","Service, Erreichbarkeit, Kommunikation Schlecht !",2
1040,"Alles sind sehr schön. Überweisung, Sparen Konto, kontaktlos Bezahlung. Die app und die ING Bank Gefällt mir sehr. ",Alles sind sehr schön,5
1041,"Bin sehr zufrieden mit dieser Banking Form, alles sehr sympathisch, freundlich, klar, gut bedienbar, daher klare Empfehlung!Einzig die Echtzeit Überweisung fehlt mir noch. ",Bin absolut zufrieden mit dieser Bank! ,5
1042,"Komplikationsloses Banking , schnelle Buchungsvorgänge, kann ich so weiter empfehlen.",Komplikationsloses Banking ,5
1043,"Sehr kompetent, tolle Unterstüzung!",Sehr kompetent,5
1044,Super nettes Gespräch gehabt. Kompetente und freundliche Mitarbeiter. ,Kompetentes freundliches Gespräch,5
1045,"Egal, welches Problem, es wurde zügig gelöst! Ob eine kurzfristige Finanzierung oder die Aufarbeitung und Klärung eines Betrugsversuchs. Alles wurde zur besten Zufriedenheit erledigt. Vielen Dank!",Betrugsversuch,5
1046,"Eine Betrugsfirma zog über meine Visa Kreditkartendaten Geld ein und gab im Verwendungszweck fälschlicherweise eine Applepay Autorisierung an. Jeglicher Versuch der ING telefonisch den Betrug zu erklären wurden mit der angeblichen Autorisierung zurückgewiesen. Ich sperrte und erstattete Anzeige bei der Polizei. Noch heute versucht die Betrugsfirma Geld von meinem Konto abzubuchen, was durch die Sperrung nicht mehr möglich ist. Im Internet kann man diese Firma als Betrugsfirma finden. Der ING ist das egal, man müsste sie verklagen, was bei dem geringen Betrag nicht sinnvoll ist. Mein langjähriges Vertrauen in die ING ist zertstört, weil sie weder verstehen will noch ihrer Versicherungspflicht nachkommt.",Bei Kreditkartenbetrug im Stich gelassen,1
1047,"Tolle Produkte, super Self-Service, moderne App, einfach perfekt!",Tolle Bank!,5
1048,Ständinge Verbesserung an der APP.Viele Möglichkeiten online über APP und Internet fast alle Geschäfte zu erledigen. ,Ständinge Verbesserung an der APP.,5
1049,"Grundsätzlich gutes Angebot gewesen, aber weniger als 1% Zinsen auf ein TG-Konto zu bekommen, ist wirklich mittlerweile ein Witz...Hinzu kommt, dass bei meinem VWL-Konto nur die Hälfte der anfallenden Zinsen ausgeschüttet wurde und auf etliche Nachfragen erhalte ich keine Rückmeldung vom Kundendienst. Die einzige Aussage, die ich bisher erhalten habe: ""Die Zinsen werden automatisch korrekt berechnet."" Danke!Bisher war ich ganz zufrieden mit der ING, aber man kann maximal 5 TG-Konten anlegen, das ist in der Werbung auch anders kommuniziert...Auf Dauer werde ich mich zu den Sparkonten nach Alternativen umschauen, die transparenter arbeiten und einen besseren Kundendienst bieten.",Grundsätzlich gutes Angebot gewesen,3
1050,"Einfach, übersichtlich, gut strukturiert",Einfach,5
1051,Alles bestens!,Alles bestens!,5
1052,Alles immer einfach und unkompliziert,Alles immer einfach und unkompliziert,5
1053,Einfaches Onlinebanking bei Überweisungen und Wertpapiergeschäften,Komfortable Online Geschäfte,5
1054,"Ich bin sehr zufrieden mit dem Service.Ist unkompliziert und leicht in der Abwicklung, sehr zu empfehlen, wer es einfach und schnell mag. ",Ich bin sehr zufrieden mit dem Service.,5
1055,"Super aufgeräumte App, absolut intuitiv in der Anwendung. Alle Services lassen sich online finden und anwenden.",Super aufgeräumte App,5
1056,Sehr gut kann ich nur weiterempfehlen ,Sehr gut kann ich nur weiterempfehlen,5
1057,"1a App, großartige UX, sieht gut aus, wird ständig weiterentwickelt—und funktioniert stabil",1a App,5
1058,Vorgang: Reduzierung Tilgungsrate von Immobiliendarlehen aufgrund besserem Zins bei Kapitalanlage. ING verlangt plötzlich Verdienstnachweise und Einnahmen/Ausgabenrechnung. Bank kann Geldein-/ausgänge selbst sehen.Komplett inakzeptabel.,Einnahmen-Ausgabenrechnung bei Tilgungsänderung,1
1059,Super einfaches und übersichtliches Banking!,Super einfaches und übersichtliches…,5
1060,Alles funktioniert einwandfrei Schnelle Überweisungen im Ein und Ausgang! ,Alles funktioniert einwandfrei ,5
1061,"Ich bin wirklich sehr zufrieden mit den ING; unkompliziert in der Zusammenarbeit und Kommunikation; wenn ich mal ein Anliegen habe, so wird mir IMMER geholfen.Ich kann die Bank wirklich jedem empfehlen!!",Sehr zufrieden!,5
1062,"Wir arbeiten schon seit mehreren Jahren mit der Bank,sind einfach zufrieden.Ist für jeden man, was dabei.Einfach und Unkompliziert! ",Wir arbeiten schon seit mehreren Jahren…,5
1063,"Einfach,unkompliziert und sehr übersichtlich! Alles über die App zu erledigen! Beste Bankapp die ich kenne! ",Einfach und unkompliziert !!,5
1064,"Kompetente Mitarbeiter bei Fragen. Sehr hilfsbereit. App sehr übersichtlich.1 Stern abgezogen, da die Einzahlung von Geld meiner Meinung nach zu teuer ist.",Kompetente Mitarbeiter bei Fragen,4
1065,Unschlagbare Konditionen. ,Unschlagbare Konditionen.,5
1066,Eine zukunftsorientierte innovative Bank mit mir als zufriedener Kunde. Sowohl App als auch Onlinebanking sind eine runde und selbsterklärende Anwendung mit denen alle meine Bedürfnissen als Bankkunde befriedigt werden. Die Kosten fürs Girokonto sind unschlagbar. Beim Service und Banking können sich die konservativen Sparkassen und Volksbanken ein Beispiel dran nehmen.,Eine zukunftsorientierte innovative…,5
1067,Tolle App zur Verwaltung der Konten ,Tolle App zur Verwaltung der Konten,5
1068,"Für mich eine der besten Banken, mit top Service und einer funktionierenden App. 100% Zufrieden und das über mehrere Jahre. ",Für mich eine der besten Banken,5
1069,"Wir sind schon lang Kunde bei der ING. Die App sowie Homepage funktionieren gut. Leider fallen die Zinsen fürs Tagesgeld schnell in den Bereich, wo es wesentlich attraktivere Banken gibt. Also immer Geld hin und her schieben. Der Leitzins der EZB sollte doch Maßstab sein. So haben wenigstens die Kleinanleger was vom Sparen und müssen keine Risiko-Geschäfte machen. Die Aktionäre könnten dies bestimmt verschmerzen.",Wir sind schon lang Kunde bei der ING bzw. Diba,4
1070,Sehr gute Bank,Sehr gute Bank,5
1071,Sehr freundliches Personal wenn man Services anruft.Bin sehr zufrieden ,Sehr freundliches Personal wenn man…,5
1072,"Ich bin seit 'Ewigkeiten' bei der ING (DiBa), habe dort mein Haus finanziert, mehrere Tagesgeldkonten, ..... und es gab noch NIE irgendwelche Probleme. Wenn man man anrufen muss, weil mann zu doof ist, den Geldautomaten zu bedienen (nur so als kleines Beispiel :-) ), dann  hat man nette und hilfsbereite Gesprächspartner, die einem weiter helfen....Ob die ING jetzt die beste Bank bei Zinsen, Kosten, ...... ist..... keine Ahnung, ist mir auch egal. Der unkomplizierte Umgang ist mir viel wichtiger.",Bank genau so wie sie sein soll,5
1073,"Seriöse und konservative Direktbank mit gutem Standardangebot. Kostenlose Konto- und Depotführung und VISA Debitcard zum Bargeld abheben sind positive Punkte. Übersichtliches Online Banking ebenfalls. Service und Erreichbarkeit ebenfalls gut.Depot ETF Angebote ausreichend, aber ausbaufähig. Ebenso Online Funktionen zum Handel mit ETF.  Dort muß auf externe Drittanbieter zu einfachen Dokumentation zurückgegriffen werden. Zinsangebote nur für Neukunden, Altkunden wechseln nicht mehr und bekommen deswegen keine attraktiven Zinsen bei der Diba. Viel Werbung im Online Banking (Pop ups, Banner) deren Inhalt für mich irelevant ist (Autofinanzierung, Immobilienfinanzierung, Geschäüftskonto(?)) das nervt nicht nur, sondern zeigt auch dass mich die Bank nicht kennt (KYC).",Seriöse und konservative Direktbank mit…,3
1074,"Eine gute Online Bank, gute App und wenn es Fragen gibt, erfolgt in der Regel auch eine Antwort. Wo die Bank jedoch, zu mindestens in meinen Augen, komplett versagt, ist die Betreuung und das Vertrauen in ihre Kunden. Ich mag es im „Haus“ zu bleiben und für mich war es selbstverständlich, wenn es um Kredite geht, diese mit meiner Hausbank abzuschließen. Doch leider tut sich da, trotz aller Werbung, die ING sehr schwer und lehnte die Anfragen stets ab. Fand ich Schade, da es keine Begründung und Rückmeldung gibt, auf der anderen Seite war es dann doch „Karma“, weil ich bei einer anderen Bank eine Sofortzusage erhielt mit zudem erheblich besseren Zins.  Daher für das „tägliche“ ist die Bank ok, alles rund um Aktiengeschäfte und Finanzierungen, gibt es bessere Alternativen. ","Eine Bank, die besser sein könnte, sich aber selbst im Weg steht",3
1075,Problemloser Wechsel von meiner Bank zu ING-DIBA.Alles funktioniert super und ist leicht zu bedienen.,"Immer wieder, alles ohne Probleme.",5
1076,"Insgesamt sind wir sehr zufrieden. Wir haben sowohl eine Baufinanzierung, als auch unser gemeinsames Girokonto bei der ING laufen. Negativ können wir einzig anmerken, dass es zunächst mit der Einrichtung eines Girokontos nicht geklappt hatte. Wir wurden vom System automatisch abgelehnt, obwohl wir bereits den Baukredit bei der ING bewilligt bekommen hatten und wir alles zu der ING umziehen wollten. Man sollte meinen, dass der ING daran gelegen wäre. Nach über einer halben Stunde in der Warteschleife bügelte man uns sehr schnell damit ab, dass Entscheidungen des Systems nicht menschlich angetastet werden können. Die Einrichtung eines gemeinsamen Kontos klappte dann zwei Monate später allerdings problemlos. Zusammenfassend kann man den einen Stern Abzug also so begründen: Die Wartezeit ist unserer Ansicht nach zu lange für eine reine Online-Bank und fehlende menschliche Einzelfallbetrachtungen sind wenig nachvollziehbar.",Klasse Online-Bank mit kleinen Makeln,4
1077,Alles einfach und unkompliziert.,Alles einfach und unkompliziert.,5
1078,Beste Banking App für mich! Sehr einfach zu bedienen. Broking ist auch super einfach. Schade das es keine App für Geschäftskonten gibt….,Beste Banking App für mich,5
1079,Ich bin seit Jahren Kundin und rundum zufrieden. Es gab nie Probleme!,Ich bin seit Jahren Kundin und rundum…,5
1080,"Beste Bank und sehr gute App!ich bin schon mehr als 10 Jahre dabei, und ich hatte bisher kein Grund unzufrieden zu sein. Weiter so!",Beste Bank und sehr gute App!,5
1081,Bin seit ca 20 Jahren bei der Diba Es gab während der ganzen Zeit keine Beanstandungen.Wenn ich Hilfe brauchte habe ich sie bekommen.Einen Wechsel könnte ich mir nicht vorstellen.Alles in Ordnung , 20 Jahren bei der Diba ,5
1082,"Klare Struktur, rasche Bearbeitung und gute Kommunikation.",Klare Struktur,5
1083,"Gut organisierte und vertrauenswürdige Online Bank. Exzellente Website mit viel Information. Kaufen / Verkaufen von Wertpapieren ist denkbar einfach. Mitarbeiter im Callcenter sind kompetent und versuchen nie, einen zu einem Kauf zu überreden. Bin seit vielen Jahren Kunde und bislang immer sehr zufrieden.",Gut organisierte und vertrauenswürdige Online Bank,5
1084,"Ich kann in punkto Kontoführung, Kredite, Investment, nichts Negatives finden. Auch die Banking App ist super aufgebaut und funktioniert problemlos.Und wenn ich doch mal Hilfe brauche bekomme ich die über kompetente, freundliche Mitarbeiter am Telefon. Preisleistungsverhältnis ebenfalls sehr gut",Rundum zufrieden ,5
1085,Es funktioniert immer alles ohne Probleme. Gutes Preis/Leistungsverhältnis. Sehr zu empfehlen.,Es funktioniert immer alles ohne…,5
1086,"Bankgeschäfte leicht gemacht, gerade wenn ich es mit den Erfahrungen vergleiche, die meine Freunde und Verwandte mit ihren Banken machen.",Bankgeschäfte leicht gemacht,5
1087,Sehr gute Bank,Sehr gute Bank,5
1088,"Im Prinzip alles ok. Nur was mich nervt und stört sind die alle Umsätze was man bei der Banking App sieht. Die stehen mehrere Tage da, ohne das die abgebucht sind. Man muss immer rechnen wie viel Geld man auf dem Konto noch hat. Zum Beispiel bei der Sparkasse sieht man gleich wie viel ist abgebucht und wie viel Geld man hat nach dem Abbuchen.",Im Prinzip alles ok,3
1089,"Meine alle erste Erfarung mit ING (damals noch DiBa ) habe ich schon 2003 gemacht, es ging un die Finanzierung eines Neubauprojektes.Was die Flexibilität bei Sondertilgung, Änderung des Tilgungsatzes ist ING einsame Spitze.Der erster Kontakt war sehr freudlich und sachlich. Eigentlich müsste ich SIEBEN sterne vergeben",Zuverlässig Flexibel Modern und Unkompliziert,5
1090,Zufriedener Kunde:Ich bin als Neukunde begeistert von den gegebenen Funktionen in der App. Ich habe ein vertrauenswürdiges Gefühl im Bezug auf Onlinebanking.Man hat auch die Möglichkeit einen telefonischen Support zu kontaktieren.,Zufriedener Kunde:,4
1091,Sehr gut Bank ,Sehr gut ,5
1092,"Problem am Telefon beschrieben, sofort wurde freundlich nach einer Lösung gesucht, dann gefunden und formuliert und 2 Tage später war alles zu meiner Zufriedenheit erledigt. Genial!",Problem am Telefon beschrieben,5
1093,"Sicher, einfach und unkompliziert ",Sicher und einfach ,5
1094,"First Class online Banking - Es wäre nur wünschenswert, wenn beim Depot die Tages Guv der einzelnen Titel im Überblick angezeigt würden.",First Class online Banking,5
1095,Allessuper,Sehr viel Geduld,5
1096,"Wenn man sich mit den Besonderheiten des Bankverkehrs vertraut gemacht hat, ist der bargeldlose Zahlungsverkehr problemlos. Die Anlagemöglichkeiten sind sehr sicher und einfach in der Handhabung. Ich nutze die Bank seit 1999.",Ausgezeichnete Bank,5
1097,Alles klappt reibungslos ,Alles klappt reibungslos,5
1098,"Was soll dieses Gemache mit der Regenbogenfahne und warum taucht nicht dann auch die Deutschlandfahne auf??Ich bin bei einer Bank, die brauchtmir keine politischen Meinungen einer Minderheit aufzwingen.Und zu den rückfragen dazu kommt natürlich auhch keine Antwort.Ansonsten aber gut und schnell.",Regenbogenfahne??,3
1099,"Ich bin sehr Zufrieden, und hatte noch bei Probleme mit dem Banking ",Ich bin sehr Zufrieden,5
1100,"Tolles digitales Angebot, einfache Bedienung und faire Konditionen. Besonders beeindruckt hat mich, wie unkompliziert mir bei einem Betrugsfall im Webshop geholfen wurde – die Kreditkartenbuchung wurde schnell und problemlos zurückgebucht. Service, wie man ihn sich wünscht – absolut empfehlenswert!",Rundum zufrieden – sogar im Ernstfall top!,5
1101,App ist gut und verständlich aufgebaut. Banking funktioniert schnell und einfach.,So soll Banking sein.,5
1102,Läuft seit Jahren alles reibungslos.,Bin zufrieden.,5
1103,"Ich hatte bisher ein Tagesgeldkonto bei der ING Bank. Als die Zinsbindung abgelaufen war habe ich nachgefragt, ob eventuell die Aktion, wie bei anderen Banken und selbst bei der ING in der Vergangenheit möglich, verlängert wird. Darauf bekam ich nur ausweichende Antworten und den Kommentar, dass keine individuellen Absprachen getroffen werden und alle Kunden gleich behandelt werden. Das finde ich ja toll, aber in meinem Fall von der ING vollkommen unverstanden ! Schlussendlich habe ich dann nachgefragt, ob ich das Konto kündigen soll um in einem halben Jahr ein neues Konto zu eröffnen und wieder von dem Tagesgeldzinsen zu profitieren. Daraufhin wurde mein Tagesgeldkonto kommentarlos gekündigt. Die Zinsen zum 31.12 2025 wurden trotz Unverständnis meinerseits aktuell ausgezahlt. Der Wert entspricht aber nicht dem, was bisher an Zinsen aufgelaufen ist. Eine Antwort steht ebenfalls aus. Ich weiß nicht, ob man das unbedingt Antworten/Kundenservice nennen kann. Es wurde eigentlich nie auf meine Fragen eingegangen, sondern immer mit belanglosen Ausflüchten geantwortet. Die ING Bank kann ich nach dieser Erfahrung natürlich nicht empfehlen und werde sie auf keinen Fall wieder in Anspruch nehmen !!!",Kommunikation ist eine Katastrophe ,1
